Station,Year,Month,PM2.5
97T,2023,Jun,14.0
97T,2023,Jul,13.0
97T,2023,Aug,16.0
97T,2023,Sep,10.0
97T,2023,Oct,13.0
97T,2023,Nov,23.0
97T,2023,Dec,24.0
92T,2023,Jan,37.0
92T,2023,Feb,58.0
92T,2023,Mar,69.0
92T,2023,Apr,64.0
92T,2023,May,32.0
92T,2023,Jun,13.0
92T,2023,Jul,10.0
92T,2023,Aug,15.0
92T,2023,Sep,10.0
92T,2023,Oct,11.0
92T,2023,Nov,21.0
92T,2023,Dec,27.0
96T,2023,Jan,45.0
96T,2023,Feb,96.0
96T,2023,Mar,96.0
96T,2023,Apr,63.0
96T,2023,May,24.0
96T,2023,Jun,9.0
96T,2023,Jul,8.0
96T,2023,Aug,15.0
96T,2023,Sep,8.0
96T,2023,Oct,9.0
96T,2023,Nov,25.0
96T,2023,Dec,38.0
68T,2023,Jan,44.0
68T,2023,Feb,66.0
68T,2023,Mar,80.0
68T,2023,Apr,80.0
68T,2023,May,24.0
68T,2023,Jun,9.0
68T,2023,Jul,6.0
68T,2023,Aug,11.0
68T,2023,Sep,7.0
68T,2023,Oct,10.0
68T,2023,Nov,18.0
68T,2023,Dec,25.0
76T,2023,Jan,41.0
76T,2023,Feb,78.0
76T,2023,Mar,79.0
76T,2023,Apr,52.0
76T,2023,May,24.0
76T,2023,Jun,11.0
76T,2023,Jul,10.0
76T,2023,Aug,12.0
76T,2023,Sep,9.0
76T,2023,Oct,12.0
76T,2023,Nov,20.0
76T,2023,Dec,31.0
40T,2023,Jan,16.0
40T,2023,Feb,62.0
40T,2023,Mar,66.0
40T,2023,Apr,75.0
40T,2023,May,26.0
40T,2023,Jun,10.0
40T,2023,Jul,8.0
40T,2023,Aug,11.0
40T,2023,Sep,8.0
40T,2023,Oct,11.0
40T,2023,Nov,17.0
40T,2023,Dec,22.0
39T,2023,Jan,23.0
39T,2023,Feb,57.0
39T,2023,Mar,65.0
39T,2023,Apr,77.0
39T,2023,May,26.0
39T,2023,Jun,11.0
39T,2023,Jul,8.0
39T,2023,Aug,10.0
39T,2023,Sep,8.0
39T,2023,Oct,10.0
39T,2023,Nov,15.0
39T,2023,Dec,19.0
38T,2023,Jan,23.0
38T,2023,Feb,54.0
38T,2023,Mar,65.0
38T,2023,Apr,74.0
38T,2023,May,26.0
38T,2023,Jun,10.0
38T,2023,Jul,7.0
38T,2023,Aug,10.0
38T,2023,Sep,8.0
38T,2023,Oct,10.0
38T,2023,Nov,14.0
38T,2023,Dec,19.0
37T,2023,Jan,42.0
37T,2023,Feb,84.0
37T,2023,Mar,89.0
37T,2023,Apr,92.0
37T,2023,May,30.0
37T,2023,Jun,16.0
37T,2023,Jul,13.0
37T,2023,Aug,16.0
37T,2023,Sep,13.0
37T,2023,Oct,15.0
37T,2023,Nov,23.0
37T,2023,Dec,32.0
58T,2023,Jan,26.0
58T,2023,Feb,44.0
58T,2023,Mar,146.0
58T,2023,Apr,106.0
58T,2023,May,18.0
58T,2023,Jun,7.0
58T,2023,Jul,4.0
58T,2023,Aug,7.0
58T,2023,Sep,5.0
58T,2023,Oct,5.0
58T,2023,Nov,9.0
58T,2023,Dec,14.0
69T,2023,Jan,37.0
69T,2023,Feb,69.0
69T,2023,Mar,78.0
69T,2023,Apr,72.0
69T,2023,May,30.0
69T,2023,Jun,13.0
69T,2023,Jul,11.0
69T,2023,Aug,15.0
69T,2023,Sep,10.0
69T,2023,Oct,13.0
69T,2023,Nov,21.0
69T,2023,Dec,26.0
70T,2023,Jan,35.0
70T,2023,Feb,72.0
70T,2023,Mar,93.0
70T,2023,Apr,102.0
70T,2023,May,31.0
70T,2023,Jun,13.0
70T,2023,Jul,10.0
70T,2023,Aug,12.0
70T,2023,Sep,9.0
70T,2023,Oct,11.0
70T,2023,Nov,19.0
70T,2023,Dec,26.0
86T,2023,Jan,44.0
86T,2023,Feb,79.0
86T,2023,Mar,85.0
86T,2023,Apr,77.0
86T,2023,May,32.0
86T,2023,Jun,12.0
86T,2023,Jul,10.0
86T,2023,Aug,16.0
86T,2023,Sep,8.0
86T,2023,Oct,10.0
86T,2023,Nov,31.0
86T,2023,Dec,45.0
75T,2023,Jan,27.0
75T,2023,Feb,54.0
75T,2023,Mar,117.0
75T,2023,Apr,135.0
75T,2023,May,24.0
75T,2023,Jun,9.0
75T,2023,Jul,9.0
75T,2023,Aug,11.0
75T,2023,Sep,9.0
75T,2023,Oct,10.0
75T,2023,Nov,16.0
75T,2023,Dec,20.0
67T,2023,Jan,42.0
67T,2023,Feb,76.0
67T,2023,Mar,102.0
67T,2023,Apr,102.0
67T,2023,May,40.0
67T,2023,Jun,17.0
67T,2023,Jul,13.0
67T,2023,Aug,16.0
67T,2023,Sep,12.0
67T,2023,Oct,13.0
67T,2023,Nov,23.0
67T,2023,Dec,30.0
41T,2023,Jan,34.0
41T,2023,Feb,43.0
41T,2023,Mar,51.0
41T,2023,Apr,53.0
41T,2023,May,23.0
41T,2023,Jun,11.0
41T,2023,Jul,10.0
41T,2023,Aug,14.0
41T,2023,Sep,10.0
41T,2023,Oct,12.0
41T,2023,Nov,22.0
41T,2023,Dec,31.0
100T,2023,Jan,19.0
100T,2023,Feb,27.0
100T,2023,Mar,29.0
100T,2023,Apr,28.0
100T,2023,May,19.0
100T,2023,Jun,10.0
100T,2023,Jul,9.0
100T,2023,Aug,10.0
100T,2023,Sep,7.0
100T,2023,Oct,11.0
100T,2023,Nov,13.0
100T,2023,Dec,14.0
105T,2023,Jan,
105T,2023,Feb,
105T,2023,Mar,
105T,2023,Apr,
105T,2023,May,
105T,2023,Jun,
105T,2023,Jul,
105T,2023,Aug,
105T,2023,Sep,
105T,2023,Oct,
105T,2023,Nov,14.0
105T,2023,Dec,17.0
77T,2023,Jan,30.0
77T,2023,Feb,43.0
77T,2023,Mar,44.0
77T,2023,Apr,39.0
77T,2023,May,29.0
77T,2023,Jun,18.0
77T,2023,Jul,18.0
77T,2023,Aug,20.0
77T,2023,Sep,16.0
77T,2023,Oct,19.0
77T,2023,Nov,22.0
77T,2023,Dec,26.0
71T,2023,Jan,28.0
71T,2023,Feb,38.0
71T,2023,Mar,41.0
71T,2023,Apr,25.0
71T,2023,May,17.0
71T,2023,Jun,9.0
71T,2023,Jul,9.0
71T,2023,Aug,9.0
71T,2023,Sep,7.0
71T,2023,Oct,9.0
71T,2023,Nov,14.0
71T,2023,Dec,18.0
31T,2023,Jan,28.0
31T,2023,Feb,34.0
31T,2023,Mar,35.0
31T,2023,Apr,34.0
31T,2023,May,22.0
31T,2023,Jun,13.0
31T,2023,Jul,13.0
31T,2023,Aug,13.0
31T,2023,Sep,13.0
31T,2023,Oct,17.0
31T,2023,Nov,21.0
31T,2023,Dec,26.0
74T,2023,Jan,25.0
74T,2023,Feb,32.0
74T,2023,Mar,29.0
74T,2023,Apr,27.0
74T,2023,May,20.0
74T,2023,Jun,18.0
74T,2023,Jul,15.0
74T,2023,Aug,11.0
74T,2023,Sep,10.0
74T,2023,Oct,13.0
74T,2023,Nov,18.0
74T,2023,Dec,23.0
30T,2023,Jan,34.0
30T,2023,Feb,38.0
30T,2023,Mar,37.0
30T,2023,Apr,39.0
30T,2023,May,30.0
30T,2023,Jun,8.0
30T,2023,Jul,8.0
30T,2023,Aug,8.0
30T,2023,Sep,13.0
30T,2023,Oct,20.0
30T,2023,Nov,21.0
30T,2023,Dec,23.0
29T,2023,Jan,27.0
29T,2023,Feb,33.0
29T,2023,Mar,30.0
29T,2023,Apr,33.0
29T,2023,May,23.0
29T,2023,Jun,13.0
29T,2023,Jul,13.0
29T,2023,Aug,13.0
29T,2023,Sep,13.0
29T,2023,Oct,19.0
29T,2023,Nov,22.0
29T,2023,Dec,27.0
28T,2023,Jan,22.0
28T,2023,Feb,35.0
28T,2023,Mar,35.0
28T,2023,Apr,34.0
28T,2023,May,21.0
28T,2023,Jun,11.0
28T,2023,Jul,10.0
28T,2023,Aug,10.0
28T,2023,Sep,8.0
28T,2023,Oct,12.0
28T,2023,Nov,13.0
28T,2023,Dec,17.0
87T,2023,Jan,20.0
87T,2023,Feb,31.0
87T,2023,Mar,31.0
87T,2023,Apr,23.0
87T,2023,May,16.0
87T,2023,Jun,9.0
87T,2023,Jul,8.0
87T,2023,Aug,9.0
87T,2023,Sep,6.0
87T,2023,Oct,9.0
87T,2023,Nov,15.0
87T,2023,Dec,13.0
34T,2023,Jan,
34T,2023,Feb,35.0
34T,2023,Mar,35.0
34T,2023,Apr,32.0
34T,2023,May,21.0
34T,2023,Jun,10.0
34T,2023,Jul,8.0
34T,2023,Aug,9.0
34T,2023,Sep,8.0
34T,2023,Oct,13.0
34T,2023,Nov,18.0
34T,2023,Dec,23.0
33T,2023,Jan,26.0
33T,2023,Feb,32.0
33T,2023,Mar,32.0
33T,2023,Apr,31.0
33T,2023,May,21.0
33T,2023,Jun,10.0
33T,2023,Jul,10.0
33T,2023,Aug,11.0
33T,2023,Sep,9.0
33T,2023,Oct,14.0
33T,2023,Nov,15.0
33T,2023,Dec,20.0
32T,2023,Jan,33.0
32T,2023,Feb,36.0
32T,2023,Mar,34.0
32T,2023,Apr,33.0
32T,2023,May,21.0
32T,2023,Jun,12.0
32T,2023,Jul,12.0
32T,2023,Aug,13.0
32T,2023,Sep,10.0
32T,2023,Oct,15.0
32T,2023,Nov,15.0
32T,2023,Dec,21.0
104T,2023,Jan,
104T,2023,Feb,
104T,2023,Mar,
104T,2023,Apr,
104T,2023,May,
104T,2023,Jun,
104T,2023,Jul,
104T,2023,Aug,
104T,2023,Sep,
104T,2023,Oct,13.0
104T,2023,Nov,24.0
104T,2023,Dec,35.0
60T,2023,Jan,25.0
60T,2023,Feb,38.0
60T,2023,Mar,38.0
60T,2023,Apr,33.0
60T,2023,May,23.0
60T,2023,Jun,13.0
60T,2023,Jul,12.0
60T,2023,Aug,14.0
60T,2023,Sep,13.0
60T,2023,Oct,22.0
60T,2023,Nov,19.0
60T,2023,Dec,23.0
99T,2023,Jan,33.0
99T,2023,Feb,40.0
99T,2023,Mar,47.0
99T,2023,Apr,50.0
99T,2023,May,26.0
99T,2023,Jun,14.0
99T,2023,Jul,13.0
99T,2023,Aug,20.0
99T,2023,Sep,15.0
99T,2023,Oct,19.0
99T,2023,Nov,23.0
99T,2023,Dec,30.0
103T,2023,Jan,33.0
103T,2023,Feb,35.0
103T,2023,Mar,35.0
103T,2023,Apr,38.0
103T,2023,May,18.0
103T,2023,Jun,12.0
103T,2023,Jul,10.0
103T,2023,Aug,11.0
103T,2023,Sep,9.0
103T,2023,Oct,15.0
103T,2023,Nov,22.0
103T,2023,Dec,26.0
84T,2023,Jan,48.0
84T,2023,Feb,45.0
84T,2023,Mar,35.0
84T,2023,Apr,30.0
84T,2023,May,12.0
84T,2023,Jun,11.0
84T,2023,Jul,11.0
84T,2023,Aug,13.0
84T,2023,Sep,9.0
84T,2023,Oct,19.0
84T,2023,Nov,24.0
84T,2023,Dec,32.0
85T,2023,Jan,34.0
85T,2023,Feb,
85T,2023,Mar,45.0
85T,2023,Apr,54.0
85T,2023,May,27.0
85T,2023,Jun,8.0
85T,2023,Jul,7.0
85T,2023,Aug,11.0
85T,2023,Sep,9.0
85T,2023,Oct,12.0
85T,2023,Nov,25.0
85T,2023,Dec,32.0
21T,2023,Jan,32.0
21T,2023,Feb,38.0
21T,2023,Mar,40.0
21T,2023,Apr,43.0
21T,2023,May,23.0
21T,2023,Jun,12.0
21T,2023,Jul,11.0
21T,2023,Aug,15.0
21T,2023,Sep,14.0
21T,2023,Oct,17.0
21T,2023,Nov,22.0
21T,2023,Dec,31.0
24T,2023,Jan,43.0
24T,2023,Feb,54.0
24T,2023,Mar,53.0
24T,2023,Apr,46.0
24T,2023,May,33.0
24T,2023,Jun,20.0
24T,2023,Jul,21.0
24T,2023,Aug,25.0
24T,2023,Sep,24.0
24T,2023,Oct,27.0
24T,2023,Nov,26.0
24T,2023,Dec,28.0
25T,2023,Jan,30.0
25T,2023,Feb,31.0
25T,2023,Mar,37.0
25T,2023,Apr,35.0
25T,2023,May,23.0
25T,2023,Jun,13.0
25T,2023,Jul,12.0
25T,2023,Aug,17.0
25T,2023,Sep,13.0
25T,2023,Oct,18.0
25T,2023,Nov,21.0
25T,2023,Dec,26.0
26T,2023,Jan,47.0
26T,2023,Feb,52.0
26T,2023,Mar,50.0
26T,2023,Apr,44.0
26T,2023,May,22.0
26T,2023,Jun,16.0
26T,2023,Jul,16.0
26T,2023,Aug,17.0
26T,2023,Sep,11.0
26T,2023,Oct,17.0
26T,2023,Nov,28.0
26T,2023,Dec,38.0
79T,2023,Jan,20.0
79T,2023,Feb,31.0
79T,2023,Mar,42.0
79T,2023,Apr,36.0
79T,2023,May,18.0
79T,2023,Jun,18.0
79T,2023,Jul,17.0
79T,2023,Aug,18.0
79T,2023,Sep,17.0
79T,2023,Oct,19.0
79T,2023,Nov,24.0
79T,2023,Dec,37.0
112T,2023,Jan,
112T,2023,Feb,
112T,2023,Mar,
112T,2023,Apr,
112T,2023,May,
112T,2023,Jun,
112T,2023,Jul,
112T,2023,Aug,
112T,2023,Sep,
112T,2023,Oct,
112T,2023,Nov,11.0
112T,2023,Dec,13.0
111T,2023,Jan,
111T,2023,Feb,
111T,2023,Mar,
111T,2023,Apr,
111T,2023,May,
111T,2023,Jun,
111T,2023,Jul,
111T,2023,Aug,
111T,2023,Sep,
111T,2023,Oct,
111T,2023,Nov,18.0
111T,2023,Dec,18.0
110T,2023,Jan,
110T,2023,Feb,
110T,2023,Mar,
110T,2023,Apr,
110T,2023,May,
110T,2023,Jun,
110T,2023,Jul,
110T,2023,Aug,
110T,2023,Sep,
110T,2023,Oct,
110T,2023,Nov,16.0
110T,2023,Dec,17.0
109T,2023,Jan,
109T,2023,Feb,
109T,2023,Mar,
109T,2023,Apr,
109T,2023,May,
109T,2023,Jun,
109T,2023,Jul,
109T,2023,Aug,
109T,2023,Sep,
109T,2023,Oct,12.0
109T,2023,Nov,20.0
109T,2023,Dec,22.0
108T,2023,Jan,
108T,2023,Feb,
108T,2023,Mar,
108T,2023,Apr,
108T,2023,May,
108T,2023,Jun,
108T,2023,Jul,
108T,2023,Aug,
108T,2023,Sep,16.0
108T,2023,Oct,21.0
108T,2023,Nov,23.0
108T,2023,Dec,25.0
107T,2023,Jan,
107T,2023,Feb,
107T,2023,Mar,
107T,2023,Apr,
107T,2023,May,
107T,2023,Jun,
107T,2023,Jul,
107T,2023,Aug,
107T,2023,Sep,
107T,2023,Oct,
107T,2023,Nov,30.0
107T,2023,Dec,35.0
106T,2023,Jan,
106T,2023,Feb,
106T,2023,Mar,
106T,2023,Apr,
106T,2023,May,
106T,2023,Jun,
106T,2023,Jul,
106T,2023,Aug,
106T,2023,Sep,
106T,2023,Oct,8.0
106T,2023,Nov,13.0
106T,2023,Dec,16.0
102T,2023,Jan,26.0
102T,2023,Feb,37.0
102T,2023,Mar,46.0
102T,2023,Apr,43.0
102T,2023,May,30.0
102T,2023,Jun,17.0
102T,2023,Jul,15.0
102T,2023,Aug,19.0
102T,2023,Sep,13.0
102T,2023,Oct,18.0
102T,2023,Nov,20.0
102T,2023,Dec,19.0
101T,2023,Jan,25.0
101T,2023,Feb,36.0
101T,2023,Mar,46.0
101T,2023,Apr,31.0
101T,2023,May,20.0
101T,2023,Jun,10.0
101T,2023,Jul,8.0
101T,2023,Aug,11.0
101T,2023,Sep,7.0
101T,2023,Oct,11.0
101T,2023,Nov,15.0
101T,2023,Dec,17.0
91T,2023,Jan,25.0
91T,2023,Feb,36.0
91T,2023,Mar,49.0
91T,2023,Apr,48.0
91T,2023,May,27.0
91T,2023,Jun,14.0
91T,2023,Jul,11.0
91T,2023,Aug,16.0
91T,2023,Sep,12.0
91T,2023,Oct,16.0
91T,2023,Nov,20.0
91T,2023,Dec,21.0
90T,2023,Jan,22.0
90T,2023,Feb,34.0
90T,2023,Mar,39.0
90T,2023,Apr,37.0
90T,2023,May,22.0
90T,2023,Jun,10.0
90T,2023,Jul,7.0
90T,2023,Aug,11.0
90T,2023,Sep,7.0
90T,2023,Oct,12.0
90T,2023,Nov,15.0
90T,2023,Dec,15.0
72T,2023,Jan,31.0
72T,2023,Feb,52.0
72T,2023,Mar,81.0
72T,2023,Apr,75.0
72T,2023,May,26.0
72T,2023,Jun,12.0
72T,2023,Jul,9.0
72T,2023,Aug,15.0
72T,2023,Sep,6.0
72T,2023,Oct,8.0
72T,2023,Nov,20.0
72T,2023,Dec,25.0
82T,2023,Jan,30.0
82T,2023,Feb,46.0
82T,2023,Mar,70.0
82T,2023,Apr,77.0
82T,2023,May,33.0
82T,2023,Jun,15.0
82T,2023,Jul,11.0
82T,2023,Aug,16.0
82T,2023,Sep,11.0
82T,2023,Oct,19.0
82T,2023,Nov,27.0
82T,2023,Dec,45.0
83T,2023,Jan,25.0
83T,2023,Feb,53.0
83T,2023,Mar,55.0
83T,2023,Apr,51.0
83T,2023,May,33.0
83T,2023,Jun,13.0
83T,2023,Jul,11.0
83T,2023,Aug,14.0
83T,2023,Sep,10.0
83T,2023,Oct,15.0
83T,2023,Nov,17.0
83T,2023,Dec,20.0
88T,2023,Jan,40.0
88T,2023,Feb,56.0
88T,2023,Mar,87.0
88T,2023,Apr,49.0
88T,2023,May,29.0
88T,2023,Jun,14.0
88T,2023,Jul,10.0
88T,2023,Aug,16.0
88T,2023,Sep,10.0
88T,2023,Oct,16.0
88T,2023,Nov,19.0
88T,2023,Dec,24.0
46T,2023,Jan,41.0
46T,2023,Feb,48.0
46T,2023,Mar,50.0
46T,2023,Apr,41.0
46T,2023,May,24.0
46T,2023,Jun,12.0
46T,2023,Jul,9.0
46T,2023,Aug,13.0
46T,2023,Sep,8.0
46T,2023,Oct,13.0
46T,2023,Nov,20.0
46T,2023,Dec,25.0
47T,2023,Jan,32.0
47T,2023,Feb,41.0
47T,2023,Mar,48.0
47T,2023,Apr,39.0
47T,2023,May,28.0
47T,2023,Jun,18.0
47T,2023,Jul,17.0
47T,2023,Aug,19.0
47T,2023,Sep,14.0
47T,2023,Oct,18.0
47T,2023,Nov,25.0
47T,2023,Dec,28.0
93T,2023,Jan,14.0
93T,2023,Feb,17.0
93T,2023,Mar,16.0
93T,2023,Apr,22.0
93T,2023,May,11.0
93T,2023,Jun,11.0
93T,2023,Jul,12.0
93T,2023,Aug,9.0
93T,2023,Sep,11.0
93T,2023,Oct,9.0
93T,2023,Nov,8.0
93T,2023,Dec,11.0
80T,2023,Jan,18.0
80T,2023,Feb,20.0
80T,2023,Mar,15.0
80T,2023,Apr,20.0
80T,2023,May,10.0
80T,2023,Jun,16.0
80T,2023,Jul,14.0
80T,2023,Aug,10.0
80T,2023,Sep,15.0
80T,2023,Oct,13.0
80T,2023,Nov,12.0
80T,2023,Dec,16.0
78T,2023,Jan,10.0
78T,2023,Feb,12.0
78T,2023,Mar,14.0
78T,2023,Apr,16.0
78T,2023,May,16.0
78T,2023,Jun,12.0
78T,2023,Jul,10.0
78T,2023,Aug,10.0
78T,2023,Sep,14.0
78T,2023,Oct,14.0
78T,2023,Nov,11.0
78T,2023,Dec,9.0
44T,2023,Jan,16.0
44T,2023,Feb,16.0
44T,2023,Mar,20.0
44T,2023,Apr,26.0
44T,2023,May,15.0
44T,2023,Jun,18.0
44T,2023,Jul,15.0
44T,2023,Aug,15.0
44T,2023,Sep,18.0
44T,2023,Oct,15.0
44T,2023,Nov,12.0
44T,2023,Dec,14.0
42T,2023,Jan,21.0
42T,2023,Feb,20.0
42T,2023,Mar,23.0
42T,2023,Apr,26.0
42T,2023,May,14.0
42T,2023,Jun,11.0
42T,2023,Jul,11.0
42T,2023,Aug,10.0
42T,2023,Sep,11.0
42T,2023,Oct,11.0
42T,2023,Nov,11.0
42T,2023,Dec,13.0
63T,2023,Jan,
63T,2023,Feb,23.0
63T,2023,Mar,24.0
63T,2023,Apr,26.0
63T,2023,May,18.0
63T,2023,Jun,18.0
63T,2023,Jul,18.0
63T,2023,Aug,16.0
63T,2023,Sep,16.0
63T,2023,Oct,15.0
63T,2023,Nov,13.0
63T,2023,Dec,18.0
43T,2023,Jan,19.0
43T,2023,Feb,19.0
43T,2023,Mar,21.0
43T,2023,Apr,23.0
43T,2023,May,11.0
43T,2023,Jun,10.0
43T,2023,Jul,11.0
43T,2023,Aug,12.0
43T,2023,Sep,15.0
43T,2023,Oct,14.0
43T,2023,Nov,15.0
43T,2023,Dec,22.0
89T,2023,Jan,18.0
89T,2023,Feb,20.0
89T,2023,Mar,18.0
89T,2023,Apr,20.0
89T,2023,May,12.0
89T,2023,Jun,12.0
89T,2023,Jul,11.0
89T,2023,Aug,12.0
89T,2023,Sep,13.0
89T,2023,Oct,11.0
89T,2023,Nov,11.0
89T,2023,Dec,14.0
62T,2023,Jan,
62T,2023,Feb,20.0
62T,2023,Mar,21.0
62T,2023,Apr,22.0
62T,2023,May,13.0
62T,2023,Jun,14.0
62T,2023,Jul,16.0
62T,2023,Aug,13.0
62T,2023,Sep,14.0
62T,2023,Oct,13.0
62T,2023,Nov,11.0
62T,2023,Dec,14.0
112T,2024,Jan,20.0
112T,2024,Feb,42.0
112T,2024,Mar,41.0
112T,2024,Apr,36.0
112T,2024,May,23.0
112T,2024,Jun,8.0
112T,2024,Jul,7.0
112T,2024,Aug,8.0
112T,2024,Sep,7.0
112T,2024,Oct,14.0
112T,2024,Nov,15.0
112T,2024,Dec,18.0
111T,2024,Jan,27.0
111T,2024,Feb,45.0
111T,2024,Mar,37.0
111T,2024,Apr,31.0
111T,2024,May,17.0
111T,2024,Jun,8.0
111T,2024,Jul,7.0
111T,2024,Aug,7.0
111T,2024,Sep,8.0
111T,2024,Oct,15.0
111T,2024,Nov,16.0
111T,2024,Dec,18.0
110T,2024,Jan,17.0
110T,2024,Feb,41.0
110T,2024,Mar,41.0
110T,2024,Apr,50.0
110T,2024,May,25.0
110T,2024,Jun,11.0
110T,2024,Jul,7.0
110T,2024,Aug,15.0
110T,2024,Sep,13.0
110T,2024,Oct,20.0
110T,2024,Nov,21.0
110T,2024,Dec,23.0
109T,2024,Jan,24.0
109T,2024,Feb,49.0
109T,2024,Mar,48.0
109T,2024,Apr,50.0
109T,2024,May,22.0
109T,2024,Jun,15.0
109T,2024,Jul,9.0
109T,2024,Aug,13.0
109T,2024,Sep,15.0
109T,2024,Oct,23.0
109T,2024,Nov,27.0
109T,2024,Dec,30.0
108T,2024,Jan,26.0
108T,2024,Feb,45.0
108T,2024,Mar,36.0
108T,2024,Apr,41.0
108T,2024,May,18.0
108T,2024,Jun,11.0
108T,2024,Jul,9.0
108T,2024,Aug,11.0
108T,2024,Sep,10.0
108T,2024,Oct,17.0
108T,2024,Nov,19.0
108T,2024,Dec,25.0
106T,2024,Jan,14.0
106T,2024,Feb,29.0
106T,2024,Mar,37.0
106T,2024,Apr,58.0
106T,2024,May,24.0
106T,2024,Jun,11.0
106T,2024,Jul,9.0
106T,2024,Aug,9.0
106T,2024,Sep,10.0
106T,2024,Oct,16.0
106T,2024,Nov,16.0
106T,2024,Dec,18.0
107T,2024,Jan,28.0
107T,2024,Feb,51.0
107T,2024,Mar,55.0
107T,2024,Apr,65.0
107T,2024,May,29.0
107T,2024,Jun,17.0
107T,2024,Jul,16.0
107T,2024,Aug,18.0
107T,2024,Sep,15.0
107T,2024,Oct,25.0
107T,2024,Nov,28.0
107T,2024,Dec,31.0
102T,2024,Jan,23.0
102T,2024,Feb,52.0
102T,2024,Mar,54.0
102T,2024,Apr,60.0
102T,2024,May,35.0
102T,2024,Jun,24.0
102T,2024,Jul,14.0
102T,2024,Aug,18.0
102T,2024,Sep,15.0
102T,2024,Oct,21.0
102T,2024,Nov,23.0
102T,2024,Dec,25.0
101T,2024,Jan,24.0
101T,2024,Feb,40.0
101T,2024,Mar,32.0
101T,2024,Apr,28.0
101T,2024,May,14.0
101T,2024,Jun,6.0
101T,2024,Jul,7.0
101T,2024,Aug,8.0
101T,2024,Sep,7.0
101T,2024,Oct,13.0
101T,2024,Nov,14.0
101T,2024,Dec,21.0
91T,2024,Jan,19.0
91T,2024,Feb,37.0
91T,2024,Mar,42.0
91T,2024,Apr,50.0
91T,2024,May,21.0
91T,2024,Jun,10.0
91T,2024,Jul,9.0
91T,2024,Aug,9.0
91T,2024,Sep,9.0
91T,2024,Oct,19.0
91T,2024,Nov,21.0
91T,2024,Dec,22.0
90T,2024,Jan,13.0
90T,2024,Feb,30.0
90T,2024,Mar,36.0
90T,2024,Apr,45.0
90T,2024,May,20.0
90T,2024,Jun,10.0
90T,2024,Jul,7.0
90T,2024,Aug,8.0
90T,2024,Sep,8.0
90T,2024,Oct,18.0
90T,2024,Nov,19.0
90T,2024,Dec,21.0
83T,2024,Jan,26.0
83T,2024,Feb,52.0
83T,2024,Mar,49.0
83T,2024,Apr,73.0
83T,2024,May,36.0
83T,2024,Jun,12.0
83T,2024,Jul,7.0
83T,2024,Aug,8.0
83T,2024,Sep,10.0
83T,2024,Oct,19.0
83T,2024,Nov,25.0
83T,2024,Dec,17.0
82T,2024,Jan,33.0
82T,2024,Feb,52.0
82T,2024,Mar,40.0
82T,2024,Apr,39.0
82T,2024,May,26.0
82T,2024,Jun,16.0
82T,2024,Jul,18.0
82T,2024,Aug,14.0
82T,2024,Sep,8.0
82T,2024,Oct,21.0
82T,2024,Nov,25.0
82T,2024,Dec,32.0
72T,2024,Jan,27.0
72T,2024,Feb,45.0
72T,2024,Mar,60.0
72T,2024,Apr,55.0
72T,2024,May,21.0
72T,2024,Jun,8.0
72T,2024,Jul,6.0
72T,2024,Aug,6.0
72T,2024,Sep,5.0
72T,2024,Oct,
72T,2024,Nov,18.0
72T,2024,Dec,29.0
88T,2024,Jan,18.0
88T,2024,Feb,44.0
88T,2024,Mar,57.0
88T,2024,Apr,81.0
88T,2024,May,31.0
88T,2024,Jun,12.0
88T,2024,Jul,9.0
88T,2024,Aug,12.0
88T,2024,Sep,10.0
88T,2024,Oct,22.0
88T,2024,Nov,25.0
88T,2024,Dec,32.0
47T,2024,Jan,36.0
47T,2024,Feb,47.0
47T,2024,Mar,40.0
47T,2024,Apr,39.0
47T,2024,May,24.0
47T,2024,Jun,16.0
47T,2024,Jul,16.0
47T,2024,Aug,17.0
47T,2024,Sep,17.0
47T,2024,Oct,20.0
47T,2024,Nov,23.0
47T,2024,Dec,28.0
93T,2024,Jan,18.0
93T,2024,Feb,14.0
93T,2024,Mar,16.0
93T,2024,Apr,15.0
93T,2024,May,13.0
93T,2024,Jun,11.0
93T,2024,Jul,12.0
93T,2024,Aug,9.0
93T,2024,Sep,8.0
93T,2024,Oct,8.0
93T,2024,Nov,8.0
93T,2024,Dec,11.0
46T,2024,Jan,26.0
46T,2024,Feb,44.0
46T,2024,Mar,42.0
46T,2024,Apr,43.0
46T,2024,May,22.0
46T,2024,Jun,16.0
46T,2024,Jul,15.0
46T,2024,Aug,16.0
46T,2024,Sep,15.0
46T,2024,Oct,23.0
46T,2024,Nov,24.0
46T,2024,Dec,32.0
78T,2024,Jan,11.0
78T,2024,Feb,16.0
78T,2024,Mar,16.0
78T,2024,Apr,14.0
78T,2024,May,13.0
78T,2024,Jun,10.0
78T,2024,Jul,13.0
78T,2024,Aug,11.0
78T,2024,Sep,9.0
78T,2024,Oct,9.0
78T,2024,Nov,8.0
78T,2024,Dec,12.0
80T,2024,Jan,21.0
80T,2024,Feb,23.0
80T,2024,Mar,21.0
80T,2024,Apr,22.0
80T,2024,May,15.0
80T,2024,Jun,11.0
80T,2024,Jul,14.0
80T,2024,Aug,11.0
80T,2024,Sep,9.0
80T,2024,Oct,10.0
80T,2024,Nov,10.0
80T,2024,Dec,13.0
42T,2024,Jan,20.0
42T,2024,Feb,21.0
42T,2024,Mar,22.0
